Name,Address,Time,Close,Tel,PASELI
アピナ上田インター店,長野県上田市大字住吉280-1, 10:00-24:00, 無し, 026-821-0007,1
アピナ上田店,長野県上田市秋和359-1,,, 0268-75-8055,1
アピナ伊那店,長野県伊那市西町5093, 10:00-24:00, 無し, 0265-74-8885,1
アピナ佐久インター店,長野県佐久市岩村田北1-13-1, 10:00-24:00, 無し, 026-778-3399,1
アピナ塩尻店,長野県塩尻市広丘野村1794-1, 10:00-24:00, 無し, 026-351-5511,1
アピナ穂高店,長野県安曇野市穂高2450, 10:00-24:00, 無し, 0263-82-9248,1
アピナ松本,長野県松本市双葉19-10, 10:00-24:00, 無し, 0263-24-1133,1
ラウンドワン長野店,長野県長野市大字東和田827-6, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 026-254-5801,1
アピナ川中島店,長野県長野市川中島町御厨967-1, 10:00-24:00, 無し, 026-214-6699,1
アピナ長野村山店,長野県長野市村山502-1アミューズメントプレイスアピナ, 10:00-24:00, 無し, 0262-95-9911,1
アピナ大橋店,長野県長野市若里7-9-12, 10:00-24:00, 無し, 026-225-8765,1
アピナ飯田店,長野県飯田市座光寺3728-1, 10:00-24:00, 無し, 026-559-7711,1
