Name,Address,Time,Close,Tel,PASELI
3RDプラネットBivi仙台店,宮城県仙台市宮城野区榴岡2-1-25, 9:00-24:00, 無し, 022-742-0543,1
ラウンドワン仙台苦竹店,宮城県仙台市宮城野区苦竹1-7-10,,, 022-788-2581,1
GAME BANK,宮城県仙台市泉区大沢2-5-4, 9:00-24:00, 無し, 022-776-5677,1
ゲームコーナー東部,宮城県仙台市若林区六丁の目中町26-60, 10:00-24:00, 無し, 022-287-5880,1
仙台レジャーランド一番町店,宮城県仙台市青葉区一番町4-3-27ガレリア一番町ビル1F-3F,,, 022-395-7605,1
プレイランド エフワンR,宮城県仙台市青葉区中央2-6-6タベイビルB1F, 10:00-24:00, 無し, 022-261-7582,1
ロードイン オアシス蔵王,宮城県刈田郡蔵王町宮字古川16-4, 一部24時間, 無し, 0224-22-8655,1
スーパーノバ仙台利府,宮城県宮城郡利府町加瀬字新前谷地55-1, 10:00-24:00, 無し, 022-352-1399,1
アミューズメントパークサムワン,宮城県柴田郡村田町大字沼辺牡丹山42-1, 10:00-23:00, 無し, 0224-52-1868,0
レックアミューズメント門脇店,宮城県石巻市門脇字元浦屋敷2-20, 10:00-24:00, 無し, 0225-23-2602,1
ロードイン オアシス,宮城県黒川郡大衡村大衡字柧木124-1, 一部24時間, 無し, 022-345-2110,1
