Name,Address,Time,Close,Tel,PASELI
アドアーズ下北沢店,東京都世田谷区北沢2-12-7, 10:00-24:00, 無し, 03-3412-5625,1
エムエムランド,東京都世田谷区北沢2-3-6,, 無し, 03-6804-0373,1
ゲ-ムインファンファン玉川店,東京都世田谷区玉川3-6-3, 10:00-24:00, 無し, 03-3700-0547,1
モナコ中野店,東京都中野区中野2-26-10中村ビル, 9:00-24:00, 無し, 03-3229-0299,1
アドアーズ中野,東京都中野区中野5-52-15ブロードウェイ185, 10:00-24:50, 無し, 03-3389-7670,1
YAZワールド八王子店,東京都八王子市みなみ野1-2-1アクロスモール内3F, 10:00-24:00, 無休, 042-635-3928,1
シルクハット八王子,東京都八王子市旭町2-5, 10:00-24:00,, 0426-55-0170,1
アドアーズ八王子,東京都八王子市東町11-3シグマゲームファンタジアビル内, 10:00-24:45, 無し, 0426-48-1288,1
ゲームプラザセントラル八王子店,東京都八王子市東町12-15第5セントラルビル, 10:00-翌1:00, 無し, 0426-44-0078,1
ゲームイコイ,東京都八王子市東町13-13ARAIビル3F, 10:00-24:30, 無し, 042-643-2966,1
東京レジャーランド秋葉原店,東京都千代田区外神田1-9-5, 10:00-25:00, 無し, 03-5298-1360,1
東京レジャーランド秋葉原2号店,東京都千代田区外神田4-3-3, 10:00-25:00, 無し, 03-5209-5650,1
トライアミューズメントタワー新館,東京都千代田区外神田4-4-7MTビル, 10:00 - 24:00, 無し, 03-5295-2346,1
スマイル館 お茶の水店,東京都千代田区神田小川町3-6-15, 10:00-24:00, 無し, 03-5283-3377,1
アドアーズ上野アメ横店,東京都台東区上野4-9-14, 10:00-翌1:00, 無し, 03-5812-1570,1
スクウェアワン武蔵小山,東京都品川区小山3-23-3SDビルB1F, 10:00-24:00, 無し, 03-6426-1284,1
アムネット五反田店,東京都品川区西五反田1-27-5NA五反田ビル, 10:00-翌1:00, 無し, 03-3495-2183,1
ゲームシティ国分寺南店,東京都国分寺市南町2-17-1, 10:00-23:50, 無し, 042-320-3700,1
アドアーズ錦糸町,東京都墨田区太平4-1-2オリナスB1F, 10:00-24:00, 無し, 03-5610-7376,1
アミューズメントパトリオットM,東京都墨田区江東橋4-25-5 4F, 10:00-24:00, 無し, 03-5600-7700,1
AMスペースカプセル永山,東京都多摩市永山1-3-4ヒューマックスパビリオン, 10:00-23:45, 無し, 0423-89-3461,1
THE 3RD PLANET多摩センター店,東京都多摩市落合1-39-2, 9:00-24:00, 無し, 042-371-5556,1
AM PIA大森新店,東京都大田区山王2-2-15大森駅前ビル2F, 10:00-翌1:00, 無し, 03-5743-2020,1
パソピアード東京,東京都大田区西蒲田7-48-13溝谷ビル, 10:00-翌1:00, 無し, 03-3734-9880,1
アドアーズ蒲田西口店B館,東京都大田区西蒲田7-5-10蒲田駅西口会館1階, 10:00-翌1:00, 無し, 03-5714-0533,1
シルクハット蒲田M2店,東京都大田区西蒲田7-6-3プリンス会館1F, 10:00-翌1:00, 無し, 03-3736-3657,1
ラウンドワン府中本町駅前店,東京都府中市本町1-13-3カネタビル, 10:00-24:00, 無し, 042-340-4901,1
新宿プレイランドカーニバル,東京都新宿区歌舞伎町1-20-1ヒュ-マックスパビリオン2F, 10:00-翌0:45, 無し, 03-3208-0125,1
ゲームプラザGAO歌舞伎町店,東京都新宿区歌舞伎町1-6-8アミューズ歌舞伎町ビル1F, 10:00-23:00, 無し, 03-5292-1202,1
ゲームスポット21,東京都新宿区西新宿1-15-2, 10:00-24:00, 無し, 03-3343-0010,1
アドアーズ荻窪北口店,東京都杉並区天沼3-2-7荻窪ルーフ2F, 10:00-翌1:00, 無し, 03-5347-9705,1
ゲームシティ板橋店,東京都板橋区小茂根1-32-9, 10:00-23:50, 無し, 03-5965-6013,1
ラウンドワン板橋店,東京都板橋区相生町16-13, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 03-5922-3521,1
ラウンドワン武蔵村山店,東京都武蔵村山市伊奈平3-1-1, 店舗に直接お問い合わせください, 無し, 042-520-3211,1
モナコ吉祥寺,東京都武蔵野市吉祥寺本町1-9-7, 10:00-24:00, 不定休, 0422-29-7020,1
フォルム武蔵境店,東京都武蔵野市境南町2-7-20ダイアパレス第2 1F, 10:00-24:00, 無し, 042-230-0871,1
江戸川ヤングボウル,東京都江戸川区中央4-22-25, 一部24時間, 無し, 03-3651-1100,1
ドットコム,東京都江戸川区中葛西3-35-5, 10:00-24:00, 店舗にお問合わせください, 03-3804-0141,1
アムネット小岩店,東京都江戸川区南小岩6-31-3石井ビル1F, 10:00-翌1:00, 無し, 03-5612-2811,1
東京レジャーランド小岩店,東京都江戸川区南小岩8-15-3, 10:00-翌1:00, 無し, 03-5668-8411,1
タイトーFステーション西葛西,東京都江戸川区西葛西6-6-10,,, 03-6908-4346,1
アドアーズ亀戸,東京都江東区亀戸5-2-6サンエービル1-4F, 10:00-24:00, 無し, 03-5836-5761,1
ラウンドワン南砂店,東京都江東区南砂6-7-15, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 03-5617-6911,1
ラウンドワン ダイバーシティ東京プラザ店,東京都江東区青海1-1-10ダイバーシティ東京6F-6100, 10:00-24:00, 無し, 03-3527-8491,1
東京レジャーランドパレットタウン店,東京都江東区青海1-3-8パレットタウン4F, 一部24時間営業, 無し, 03-3570-5657,1
アドアーズ渋谷店,東京都渋谷区宇田川町13-11KN渋谷ビル1, 10:00-25:00, 無し, 03-3496-5856,1
ASO:VIBA!,東京都渋谷区恵比寿1-10-5, 10:00-24:00, 無し, 03-3444-4912,1
アドアーズ町田店,東京都町田市原町田6-21-25大正堂第2ビル1-4F, 10:00-25:00, 無し, 0427-24-1477,1
ラウンドワン町田店,東京都町田市森野1-13-14, 10:00-翌1:00, 無し, 042-710-0091,1
オスロー立川第五店,東京都立川市柴崎町2-2-27, 10:00-翌1:00, 無し, 042-529-7837,1
モナコ立川店,東京都立川市柴崎町3-4-1カワイヤビル, 10:00-24:00, 無し, 042-529-0955,1
アドアーズ立川店,東京都立川市柴崎町3-4-3グルメートタカオB1-1､3F, 10:00-24:45, 無し, 042-527-9745,1
オスロー立川第二店,東京都立川市錦町1-4-27, 10:00-翌1:00, 無し, 042-528-1771,1
アミューズメントフタバ,東京都練馬区旭丘1-77-8, 10:00-24:00, 無し, 03-3953-1151,1
アミュージアムOSC店,東京都練馬区東大泉2-34-1オズスタジオシティ2F, 10:00-24:00, 無し, 03-5933-0880,1
トーホーレジャープラザ,東京都練馬区錦2-19-1トーホーレジャープラザ5F, 平日12:00-翌5:00 土日祝11:00-翌5:00, 無し, 03-5921-2820,1
GAMESPOT VERSUS,東京都荒川区西日暮里5-15-10, 10:00-翌1:00, 無し, 03-6806-6343,1
東京レジャーランド亀有店,東京都葛飾区亀有3-21-2,,, 03-5680-8893,1
アドアーズ新小岩,東京都葛飾区新小岩1-44-4, 10:00-25:00, 無し, 03-5678-5257,1
ユーズランド日の出店,東京都西多摩郡日の出町大字平井字三吉野桜木237-3 3F,,, 042-588-8177,1
田無ファミリーランド店,東京都西東京市西原町4-2-5田無ファミリーランドゲームコーナー, 9:15-24:00, 無し, 0424-67-1126,1
モナコ調布駅前店,東京都調布市布田4-2-22, 10:00-24:00, 無し, 0424-99-1383,1
ゲーム メデューサ,東京都豊島区南長崎5-25-16, 10:00-24:00, 無し, 03-5988-0520,1
ラウンドワン池袋店,東京都豊島区東池袋1-14-1, 10:00-24:00, 無し, 03-5928-0221,1
AMサントロペ池袋,東京都豊島区東池袋1-29-1サントロペビル2F, 10:00-翌0:45, 無し, 03-5979-7030,1
アドアーズ池袋西口店,東京都豊島区西池袋1-33-2第一シグマビル, 10:00-25:00, 無し, 03-3983-3561,1
GAME ピーアーク青井,東京都足立区一ツ家3-8-12, 10:00-24:00, 無し, 03-3859-5971,1
ウエアハウス保木間,東京都足立区保木間1-1-191F, 10:00-24:00, 無し, 03-3860-7822,1
ウエアハウス 入谷店,東京都足立区入谷7-8-11, 10:00-24:00, 無し, 03-3856-5833,1
ゲームプラザGAO北千住店,東京都足立区千住2-62プラピネール第2ビル1F, 10:00-24:00, 無し, 03-3870-0381,1
ハイテクランド キューデン,東京都足立区西新井栄町2-7-2ハイテクランド球殿2F, 9:00-24:00, 無し, 03-3849-0392,1
