Name,Address,Time,Close,Tel,PASELI
HAP'1 ゲームチッタ八千代台,千葉県八千代市八千代台東1-5-5アズエリア2階, 10:00-24:00, 無し, 047-411-7971,1
キャッツアイ八千代店,千葉県八千代市吉橋1851ism緑が丘内,,, 047-480-0231,1
ラッキーバッティングドーム,千葉県八千代市大和田新田1088, 9:00-23:50, 無し, 047-458-8208,1
ラウンドワン八千代村上店,千葉県八千代市村上南1-5-54, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 047-481-6181,1
アミューズメントパークウェアハウス八街店,千葉県八街市文違301-2654,, 無し, 043-440-2531,1
アドアーズ千葉店,千葉県千葉市中央区富士見2-4-15第一東和ビル1-3F, 8:00-24:55, 無し, 043-225-8662,1
ラッキー中央店(フェリシダ),千葉県千葉市中央区富士見2-8-1, 9:00-24:50, 無し, 043-222-5610,1
鉄腕24 浜野店,千葉県千葉市中央区浜野町1025-59, 10:00-翌5:00/金・土・休前日一部24時間営業, 無し, 043-300-8033,1
ムー大陸稲毛,千葉県千葉市稲毛区小仲台2-5-7海宝ビル,,, 043-255-3257,1
ラッキー西千葉店,千葉県千葉市稲毛区弥生町1-15, 8:00-24:00, 無し, 043-252-3360,1
鉄腕24 稲毛長沼店,千葉県千葉市稲毛区長沼原町697, 10:00-24:00, 無し, 043-215-5560,1
ラッキー四街道店(エスタシオン),千葉県四街道市四街道1-5-8, 9:00-24:00, 無し, 043-309-7800,1
千葉レジャーランド成東店,千葉県山武市姫島111-1, 一部24時間営業, 無し, 047-580-1777,1
ゲームチャリオット五井店,千葉県市原市五井中央西2-1-2, 10:00-24:00, 無し, 0436-23-5533,1
ラウンドワン市原店,千葉県市原市八幡北町3-5-1, 店舗に直接お問い合わせください, 無し, 0436-44-8801,1
チャリオット辰巳店,千葉県市原市市原500-1, 12:00-24:00, 無し, 0436-41-9211,1
ゲームオット本八幡店,千葉県市川市八幡2-16-6八幡籏ビル地下1F, 9:00-24:00, 無し, 047-302-8621,0
大慶園,千葉県市川市大町359, 一部24時間営業, 無し, 047-337-5001,1
タイトーFステーション市川妙典,千葉県市川市妙典4-1-1イオン市川妙典店2番街2F, 施設の営業時間に準じる, 施設の営業日に準じる, 047-318-3933,1
パレパレ市川妙典店,千葉県市川市妙典4-4-27妙典センタービル2F, 9:30-24:00, 無し, 047-702-8001,1
ゲームセンターフジ市川店,千葉県市川市市川1-9-11サン市川ハイツ1階, 10:00-24:00, 不定休, 047-329-1515,1
ウェアハウス市川店,千葉県市川市鬼高3-32-12, 10:00-24:00, 無し, 047-300-8551,1
アミューズメントパレスワンダーヴュー成田店,千葉県成田市飯仲11-18, 10:00-24:00, 無し, 0476-23-0561,1
ゲームチャリオット成田店,千葉県成田市飯仲9-4成田久松ビル,, 無し, 0476-20-3366,1
ラッキー木更津店,千葉県木更津市中央1-2-19, 10:00-24:00, 無し, 0438-22-4381,1
イスカンダル,千葉県木更津市潮見4-1-2, 10:00-24:00, 無し, 0120-010-267,1
ソユーゲームフィールド木更津店,千葉県木更津市築地1-4イオンモール木更津2F, 9:00-22:00, 施設の営業日に準じる, 0438-36-5201,1
レアマトリックス松戸店,千葉県松戸市二ツ木1294-1, 10:00-24:00, 無し, 047-309-5511,1
ソニック･ビ-ム,千葉県松戸市松戸1172-1, 7:00-24:00, 無し, 0473-60-2008,1
SUPERWAVE柏店,千葉県柏市十余二249-86MEM内, 9:00-24:00, 無し, 047-144-8366,1
柏ヤングボウル,千葉県柏市南柏中央11-1, 一部24時間営業, 無し, 04-7174-2222,1
ゲームガリバー柏,千葉県柏市柏1-1-11 B1F, 9:30-23:00, 無し, 04-7164-9818,1
柏駅前ヤングボウル,千葉県柏市柏1-3-1ドン･キホーテ5F, 9:00-翌3:00, 無し, 047-164-2117,1
ウエアハウス南流山店,千葉県流山市南流山4-16-6, 10:00-24:00, 無し, 04-7159-2351,1
宝島新浦安店,千葉県浦安市入船1-4-1新浦安ダイエーショッパーズ4F, 9:00-24:00, 無し, 047-381-2466,1
ゲームプラザセントラル浦安店,千葉県浦安市北栄1-16-15, 10:00-24:00, 無し, 0473-55-2447,1
ゲームセンターDEEP,千葉県習志野市大久保1-17-11サカエヤビル1F,,, 047-493-7537,1
AMピア津田沼店,千葉県習志野市津田沼1-2-1BF1F, 9:00-24:00, 無し, 047-403-7433,1
ラウンドワン習志野店,千葉県習志野市芝園1-4-5, 10:00-24:00, 無し, 047-408-1901,1
新宝島津田沼店,千葉県習志野市谷津1-16-1モリシア津田沼2F, 10:00-21:00, 無し, 047-409-6561,1
アミューズメントエース津田沼,千葉県船橋市前原西2-15-1, 9:00-24:00, 無し, 0474-75-8918,1
アドアーズ船橋店,千葉県船橋市本町1-31-26セブン船橋B1-4F,,, 047-411-3337,1
ゲームフジ船橋店,千葉県船橋市本町4-40-1, 7:00-24:00, 無し, 0474-25-6393,1
ゲームチャリオット船橋店,千葉県船橋市藤原町5-6-7日野ビル2F, 12:00-24:00, 無し, 0474-29-0406,1
千葉レジャーランド野田店,千葉県野田市吉春776-1, 一部24時間営業, 無し, 04-7120-3535,1
館山ヤングボウル,千葉県館山市北条1564, 10:00-24:00, 無し, 0470-22-6611,1
ティックタックワールド鴨川店,千葉県鴨川市横渚973-1フローレ鴨川4F, 10:00-24:00, 無し, 04-7092-3297,1
