Name,Address,Time,Close,Tel,PASELI
ピンクパンサーつくば店,茨城県つくば市小野崎177-2, 9:00-24:00, 無し, 029-861-1983,1
JAMJAMつくば店,茨城県つくば市竹園1-9-2デイズタウンつくばB1F, 10:00-24:00, 無休, 029-863-3760,1
ビックマーチつくば店,茨城県つくば市赤塚字皿砂610-7, 10:00-24:00, 無し, 029-837-2868,1
アミューズビバ,茨城県ひたちなか市東大島2-11-111Fゲームコーナー,,, 029-274-7311,1
ジャムジャムひたちなか本店新館,茨城県ひたちなか市田中後40-2, 10:00-24:00, 無し, 029-263-7615,1
ゲームパドック プラスワン,茨城県古河市小堤1916-1, 9:00-24:00, 無し, 0280-98-5161,1
楽市楽座イオンモール土浦店,茨城県土浦市上高津367イオン土浦ショッピングセンター3F, 9:00-22:00, 無し, 029-826-8907,0
ゲームパニックつくば,茨城県土浦市中村東1-1-1,,, 0298-43-8295,1
ピンクパンサー 日立店,茨城県日立市東多賀町5-10-10, 10:00-24:00, 無し, 0294-32-1983,1
ユーズランド水戸内原店,茨城県水戸市中原町字西135-イオンモール水戸内原2F,,, 029-259-1218,1
フェドラ水戸店,茨城県水戸市千波町2017-1, 10:00-24:00, 無し, 029-305-6745,1
JAMJAM神栖店,茨城県神栖市神栖1-8-1, 10:00-24:00, 無し, 0299-90-0555,1
ピンクパンサー友部店,茨城県笠間市住吉1364-1, 10:00-24:00, 無し, 0296-73-4733,1
