Name,Address,Time,Close,Tel,PASELI
Spica大宮南銀店,埼玉県さいたま市大宮区仲町1-57, 10:00-24:00, 無し, 048-658-2525,1
ウェアハウス岩槻店,埼玉県さいたま市岩槻区加倉3-3-63, 10:00-24:00, 無し, 048-758-8755,1
チッタ ウノ,埼玉県さいたま市桜区田島8-2-12, 10:00-24:00, 無し, 048-844-8868,1
新宝島浦和美園店,埼玉県さいたま市緑区大字大門3710イオン浦和美園2F, 9:00-23:00, 無し, 048-812-6565,1
ウェアハウス三橋店,埼玉県さいたま市西区三橋6-955-1, 一部24時間営業, 無し, 048-795-8380,1
ラウンドワン新三郷ららぽーと店,埼玉県三郷市新三郷ららシティ3-1-1ららぽーと新三郷 2F, 10:00-24:00, 無し, 048-950-7501,1
ラウンドワン上尾店,埼玉県上尾市大字平塚917-1, 10:00-24:00, 無し, 048-778-3411,1
ラウンドワン栗橋店,埼玉県久喜市小右衛門192-1, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 0480-55-0831,1
ラウンドワンさいたま･上里店,埼玉県児玉郡上里町大字金久保字周川394-1, 10:00-24:00, 無し, 0495-35-2201,1
ラウンドワン入間店,埼玉県入間市小谷田3-7-25, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 042-960-1521,1
3RDプラネットフレスポ八潮店,埼玉県八潮市大瀬822-1フレスポ八潮3F, 9:00-24:00, 無し, 048-994-5377,1
ビックボウル杉戸,埼玉県北葛飾郡杉戸町杉戸2338, 10:00-翌1:00, 無し, 0480-34-7870,1
BOO BOSS BOSS坂戸店,埼玉県坂戸市片柳1732-1, 10:00-24:00, 無し, 0492-84-9270,1
キャロム 坂戸店,埼玉県坂戸市関間2-151-1, 12:00-翌3:00/祝前日、土曜日 午前5:00まで, 無し, 0492-84-7821,1
楽市楽座イオンモール川口キャラ,埼玉県川口市前川1-1-11イオンモール川口キャラ3F, 10:00-22:00, 無し, 048-262-1493,0
モナコ川越店,埼玉県川越市新富町2-4-1, 9:00-24:00, 無し, 0492-24-2454,1
埼玉レジャーランド春日部店,埼玉県春日部市大字増富字谷際163-1, 一部24時間, 無し, 048-763-4061,1
ラウンドワン朝霞店,埼玉県朝霞市膝折町2-16-10, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 048-450-1822,1
マジシャン,埼玉県熊谷市新島181-1, 一部24時間, 無し, 048-525-7779,1
キャッツアイ狭山店,埼玉県狭山市入間川3141, 10:00-翌5:00, 無し, 042-950-6600,1
ラウンドワン草加店,埼玉県草加市谷塚上町204番1, 10:00-24:00,, 048-920-3701,1
ラウンドワンわらび店,埼玉県蕨市北町5-1-6, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 048-447-8080,1
ユーズランド越谷店,埼玉県越谷市東町4-21-1レイクタウンKAZE A342, 10:00-23:00, 無し, 048-934-3342,1
ラウンドワン鴻巣店,埼玉県鴻巣市箕田3163-7, 10:00-24:00, 無し, 048-595-2001,1
