Name,Address,Time,Close,Tel,PASELI
フェスタ人吉店,熊本県人吉市宝来町1307-1, 10:00-24:00, 無し, 0966-24-6210,1
リッチモンド,熊本県八代市旭中央通20-3, 10:00-24:00, 無し, 0965-32-6589,1
G-pala八代,熊本県八代市永碇町塩屋割1099-1,,, 0962-65-8863,1
パスカワールド宇土店,熊本県宇土市善道寺町綾織95, 10:00-翌1:00/土10:00-翌3:00, 無し, 0964-22-5311,1
ゲームセンターウィンナー,熊本県水俣市大園町1-1-3,,, 0966-63-8899,1
スポラ,熊本県熊本市中央区九品寺5-10-15, 10:00-翌3:00, 無し, 096-372-5700,1
ジョイパレス,熊本県熊本市中央区南熊本2-10-1, 10:00-翌6:00, 無し, 096-364-7212,1
フェスタカリーノ下通り店,熊本県熊本市中央区安政町1-2カリーノ下通店B1F, 10:00-24:00, 無し, 096-327-5585,1
アムズ下通り店,熊本県熊本市中央区手取本町4-12, 10:00-24:00, 無し, 096-355-2888,1
サンゲームス熊本インタープラザ,熊本県熊本市東区御領8-4-82,,, 096-288-7562,1
ラウンドワン熊本店,熊本県熊本市西区春日7-25-15, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 096-325-7200,1
パスカワールドグリーンランド,熊本県荒尾市本井手1574-54, 10:00-翌3:00, 無し, 0968-69-3001,1
スポラ菊陽店,熊本県菊池郡菊陽町津久礼駄飼代2617-2, 10:00-24:00, 無し, 096-213-5720,1
