Name,Address,Time,Close,Tel,PASELI
ジョイランドみしま,静岡県三島市梅名308-6, 9:00-24:00, 無休, 055-982-6111,0
ゲームオフ富士宮店,静岡県富士宮市三園平1360, 10:00-24:00, 無休, 0544-24-3878,1
ラウンドワン富士店,静岡県富士市八代町4-15, 10:00-24:00, 無し, 0545-51-3636,1
3RDプラネット富士店,静岡県富士市永田町2-99, 9:00-24:00, 無し, 0545-57-7777,1
ミラクルドーム,静岡県富士市田島124-1, 9:00-24:00, 無し, 0545-52-8585,1
スーパーウェーブ吉原店,静岡県富士市田島字窪田72-15, 10:00-24:00, 無し, 054-557-5001,1
3RDプラネット島田店,静岡県島田市中溝町2531, 10:00-24:00, 無し, 0547-34-2556,1
アップル島田店,静岡県島田市宝来町8-5,,, 0547-54-4351,1
アンキンタン浜岡店,静岡県御前崎市池新田5771イオンタウン浜岡SC内,,, 0537-85-8151,1
ACT御殿場,静岡県御殿場市東山字石橋296-1, 10:00-24:00, 無し, 0550-70-0001,1
3RDプラネット御殿場インター,静岡県御殿場市東田中1066-1, 9:00-24:00, 無し, 0550-70-0705,1
3RDプラネットBivi沼津店,静岡県沼津市大手町1-1-5, 9:00-24:00, 無し, 055-926-7739,1
ジョイランドAMUSEMENT,静岡県沼津市大諏訪20-2, 10:00-24:00, 無休, 055-951-5177,0
沼津バッティングスタジアム,静岡県沼津市岡一色三竹道19-2, 10:00-24:00, 無し, 055-923-4199,1
YAZワールド浜松葵店,静岡県浜松市中区葵西2-27-10ロックタウン内, 10:00-24:00, 無休, 053-430-4800,1
3RDプラネット浜松プラザ店,静岡県浜松市東区上西町1020-1, 9:00-24:00, 無し, 053-411-7655,1
ラウンドワン浜松店,静岡県浜松市東区天王町諏訪1981-17, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 053-461-1101,1
3RDプラネットOZ浜松店,静岡県浜松市東区宮竹町322-1, 9:00-24:00, 無し, 053-466-3387,1
楽市楽座 サンストリート浜北店,静岡県浜松市浜北区平口2861サンストリート浜北内 M-207, 10:00-24:00, 無し, 0535-84-6136,1
ポート24浜松店,静岡県浜松市西区坪井町4183, 10:00-24:00, 無休, 053-440-5588,1
アップルグランリバー 大井川店,静岡県焼津市下江留1327, 10:00-24:00, 無し, 054-270-3244,1
3RDプラネット焼津店,静岡県焼津市八楠3-18-5, 10:00-24:00, 無し, 054-628-6503,1
シートピアYAZ焼津店,静岡県焼津市道原585, 10:00-24:00, 無休, 054-623-8555,1
3RDプラネット静波店,静岡県牧之原市細江2146, 10:00-24:00, 無し, 0548-22-7660,1
アミューズメントビービー,静岡県田方郡函南町間宮433-1, 10:00-24:00, 無し, 0559-79-6464,1
KCATイオンタウン磐田,静岡県磐田市西貝塚3690, 10:00-24:00, 無し, 0538-21-3232,1
スポーツランドウィング,静岡県藤枝市築地552-1, 9:00-24:00, 無休, 054-644-0655,1
ゲームインプリンス,静岡県静岡市清水区天神1-2-6, 10:00-24:00, 無休, 0543-64-8012,1
3RDプラネットフレスポ静岡店,静岡県静岡市清水区鳥坂860, 9:00-24:00, 無し, 0543-49-2006,1
タイトーFステーション静岡店,静岡県静岡市葵区呉服町2-5-4ふしみや第2ビル 5F, 直接店舗にお問い合わせください, 直接店舗にお問い合わせください, 054-251-3200,1
SUPER WAVE平和店,静岡県静岡市葵区平和3-20-33, 10:00-24:00, 無し, 054-205-4605,1
アップル新北街道店,静岡県静岡市葵区沓谷5-13-4, 10:00-24:00, 無休, 054-261-9109,1
SUPERWAVE静岡,静岡県静岡市駿河区中吉田15-8プラザアピア静岡内2F, 10:00-24:00, 無し, 054-263-0622,1
3RDプラネット静岡インター,静岡県静岡市駿河区中野新田383-3, 9:00-24:00, 無し, 054-202-5500,1
ラウンドワン静岡駿河店,静岡県静岡市駿河区手越75, 10:00-24:00, 無し, 054-201-1601,1
LAND柿田川店,静岡県駿東郡清水町玉川61-2,,, 055-973-8020,1
