Name,Address,Time,Close,Tel,PASELI
タイトーFステーション今治店,愛媛県今治市東村1-745-1,,, 0898-47-3720,1
アミューズメントパークMG川之江店,愛媛県四国中央市妻鳥町中足鍋1764-1, 10:00-22:00, 無し, 0896-59-2162,1
駅前スタジアム,愛媛県松山市大手町2-4-1, 10:00-24:00, 無し, 089-941-7551,1
ビッグバンアミぷり,愛媛県松山市大街道1-4-10, 10:00-翌3:00, 無し, 089-915-0554,1
アミューズメントパークMG大街道店,愛媛県松山市大街道1-4-17,,,,1
グラントシティINNキスケ店,愛媛県松山市宮田町5-6キスケボール1F内ゲームコーナー, 10:00-24:00 日祝のみ8:00から, 無し, 089-933-2737,1
宮西スタジアム,愛媛県松山市宮西2-4-41, 10:00-翌3:00(一部0:00まで), 無し, 089-924-5070,1
ラウンドワン松山店,愛媛県松山市東長戸1-3-10, 10:00-24:00, 無し, 089-911-5511,1
アミパラ松山,愛媛県松山市生石町655-1, 10:00-24:00, 無し, 089-913-5533,1
バンバン衣山店,愛媛県松山市衣山1-248-1, 10:00-24:00, 無し, 089-923-4555,1
バンバン2,愛媛県松山市道後樋又5-28, 11:00-24:00, 無し, 089-923-3035,1
アミューズメントパークMG西条,愛媛県西条市新田字北新田235フジグラン西条別棟,,, 0897-47-4470,1
