Name,Address,Time,Close,Tel,PASELI
アピナ上田インター店,長野県上田市大字住吉280-1, 10:00-24:00, 無し, 026-821-0007,1
アピナ上田店,長野県上田市秋和359-1,,, 0268-75-8055,1
アピナ伊那店,長野県伊那市西町5093, 10:00-24:00, 無し, 0265-74-8885,1
らんらんらんどパロ佐久,長野県佐久市大字岩村田字東曽根6-2ステーションパーク佐久内, 11:00-24:00, 不定休, 0267-68-5248,1
アピナ佐久インター店,長野県佐久市岩村田北1-13-1, 10:00-24:00, 無し, 026-778-3399,1
アピナ塩尻店,長野県塩尻市広丘野村1794-1, 10:00-24:00, 無し, 026-351-5511,1
アピナ穂高店,長野県安曇野市穂高2450, 10:00-24:00, 無し, 0263-82-9248,1
遊スポット岡谷店,長野県岡谷市中央町2-2-1東急スクエアアミューズメントプラザ,,, 0266-22-9996,1
アピナ松本,長野県松本市双葉19-10, 10:00-24:00, 無し, 0263-24-1133,1
らんらんらんどパロ諏訪,長野県諏訪市沖田町5-18ステーションパーク諏訪, 10:00-24:00, 無し, 0266-82-2900,1
ソユーゲームフィールド長野店,長野県長野市三輪9-43-24イオン長野三輪店2F,,, 026-263-8017,1
ドルフィン,長野県長野市北長池1230-1, 10:00-24:00, 無し, 026-259-9567,1
ドルフィン長野駅前店,長野県長野市大字南石堂町東沖1367-5, 10:00-24:00, 無し, 026-224-4038,1
ラウンドワン長野店,長野県長野市大字東和田827-6, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 026-254-5801,1
アピナ川中島店,長野県長野市川中島町御厨967-1, 10:00-24:00, 無し, 026-214-6699,1
アピナ長野村山店,長野県長野市村山502-1アミューズメントプレイスアピナ, 10:00-24:00, 無し, 0262-95-9911,1
THE 3RD PLANET長野大通り店,長野県長野市権堂町1506-3長電権堂第2ビル1F, 9:00-24:00, 無し, 026-231-5015,1
アピナ大橋店,長野県長野市若里7-9-12, 10:00-24:00, 無し, 026-225-8765,1
ゲーム NASA,長野県長野市高田五反田1720, 10:00-24:00, 無し, 0262-28-7434,1
アピナ飯田店,長野県飯田市座光寺3728-1, 10:00-24:00, 無し, 026-559-7711,1
