Name,Address,Time,Close,Tel,PASELI
ドリームファクトリーいわき,福島県いわき市中央台飯野4-1, 10:00-24:00, 無し, 0246-28-3008,1
嶺宝スポーツセンター,福島県いわき市小名浜住吉字折返2-2, 11:00-23:00, 無し, 0246-58-8093,1
モーリーファンタジーいわき,福島県いわき市平字三倉68-1モーリーファンタジー3F,,, 0246-41-3313,0
THE 3RD PLANETいわき店,福島県いわき市明治団地5-22,,, 0246-21-5777,1
G3フェニックス二本松店,福島県二本松市槻木110-2, 10:00-24:00, 無し, 0243-24-1045,1
SUPER NOVA会津店,福島県会津若松市町北町上荒久田字宮下142, 9:00-24:00, 無し, 0242-37-0777,1
アミューズパーク会津店,福島県会津若松市神指町大字南四合幕内503-2, 店舗にお問い合わせください, 年中無休, 0242-29-3339,1
G3ポロス原町店,福島県南相馬市原町区北原字本屋敷188, 10:00-23:45, 年中無休, 0244-25-3522,1
ラウンドワン福島店,福島県福島市太田町14-18, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 024-525-4731,1
3RDプラネット福島店,福島県福島市栄町1-1パワーシティーピポット内, 9:00-24:00, 無し, 024-526-3536,1
SUPER NOVA福島店,福島県福島市黒岩字中島7-2, 10:00-24:00, 無し, 024-544-0280,1
ドリームファクトリー南福島店,福島県福島市黒岩字中沖43-2, 店舗にてご確認ください, 無し, 024-544-6884,1
ゲームスペースA-3,福島県西白河郡西郷村豊作西15-16-17, 10:00-24:00, 無し,,1
タイトーアミューズメントシティ郡山,福島県郡山市南2-38フレスポ郡山内, 10:00-24:00, 無し, 024-937-1060,1
ラウンドワン郡山店,福島県郡山市向河原町4-55, 10:00-24:00, 無し, 024-941-3191,1
G3ポロス安積店,福島県郡山市安積町3-160, 10:00-23:45, 無し, 024-947-5888,1
アミューズパーク郡山店,福島県郡山市安積町日出山2-80, 店舗にてご確認ください, 無し, 0249-44-9898,1
スーパービンゴ 郡山店,福島県郡山市愛宕町4-2, 10:00-24:00, 不定休, 024-935-2388,1
ゲームギガAGS,福島県郡山市日和田町小原21-2, 10:00-24:00, 無し, 024-958-6777,1
ソユーエンターテイメントスタジオ須賀川店,福島県須賀川市古河105ロックンタウンB棟, 10:00-24:00,, 0248-63-8918,1
