Name,Address,Time,Close,Tel,PASELI
ロッキーワールド南陽店,山形県南陽市郡山字塚田578, 10:00-24:00, 無し, 0238-43-5801,1
SUPER NOVA天童店,山形県天童市南町1-5-26, 10:00-24:00, 無し, 023-656-9370,1
ゲームゾーントレジャー吉原店,山形県山形市前明石1352-5, 10:00-24:00, 無し, 023-646-9336,1
カレッジスクエアー,山形県山形市小白川町1-1-7, 10:00-24:00, 無し, 0236-24-3344,1
パルケデアミーゴ,山形県山形市嶋北1-3-1, 9:00-24:00, 無し, 023-682-1613,1
ビーカム成沢店,山形県山形市成沢西5-3-27, 10:00-24:00, 無し, 023-689-0366,1
ゲームゾーントレジャービッグトレイル,山形県新庄市金沢沖1068ゼスト新庄店, 8:00-翌3:00, 無し, 0233-22-9991,1
モーリーファンタジー東根,山形県東根市さくらんぼ駅前3-7-15イオン2F,,, 0237-43-8782,0
SOYU GameField三川店,山形県東田川郡三川町大字猪子字和田庫-128-1 イオンモール三川1F, 10:00-24:00, 無し, 0235-68-1561,1
NEXT.ONE米沢店,山形県米沢市金池5-3-18, 9:00-24:00, 無し, 0238-37-8225,1
モーリーファンタジー酒田南,山形県酒田市あきほ町120-1イオン1F,,, 0234-21-1416,0
アミューズメントマリーン,山形県酒田市中町2-5-19酒田駐車ビル1F, 10:00-24:00, 無し, 0234-23-2102,1
遊パラダイス,山形県酒田市泉町214イオンタウン酒田, 10:00-24:00, 無し, 0234-28-8951,1
アピナ鶴岡店,山形県鶴岡市文下字広野1-1,,, 0235-29-1141,1
