Name,Address,Time,Close,Tel,PASELI
WAVE田原店,愛知県田原市神戸町大坪152-1, 11:00-24:00, 無休, 0531-22-7333,1
ユーズランド東浦,愛知県知多郡東浦町大字緒川字旭13-2イオンモール東浦2F, 10:00-23:00, 無し, 0562-82-2782,1
フラミンゴキッズ稲沢東店,愛知県稲沢市下津穂所1-1-1,,, 0587-23-5311,0
ゲームプラザ ミッキー,愛知県稲沢市朝府町2-33, 11:00-24:00, 無し, 0587-23-4397,1
ゲームファンタジアン蒲郡,愛知県蒲郡市竹谷町中野1-12, 一部24時間営業, 無し, 053-369-8880,1
ファンタジーウエストタウン西尾,愛知県西尾市高畠町3-23-9ヴェルサウォーク西尾店3F,,, 0563-57-8250,1
豊川メトロポリス,愛知県豊川市下長山町上アライ14-1, 平日10:00-24:00 土日9:00-24:00, 無し, 0533-85-6540,1
ポート24御津店,愛知県豊川市御津町下佐脇仲荒19-3, 10:00-24:00, 無休, 05337-6-3209,1
WAVE白鳥店,愛知県豊川市白鳥町字京次55-1, 10:00-24:00, 無休, 0533-88-6444,1
Uワールド豊明店,愛知県豊明市前後町螺貝1384-1, 店舗にてご確認ください, 無し, 0562-97-7660,1
アミューズメントクラブノバ,愛知県豊橋市三本木町元三本木80-2, 一部24時間営業, 無休, 0532-37-3310,1
スタジアム向山,愛知県豊橋市向山町1-1アピタ向山店2F,,, 0532-56-6400,0
ラウンドワン豊橋店,愛知県豊橋市大岩町字岩田27-2, 店舗に直接お問い合わせください, JR「二川駅」より徒歩約10分, 0532-65-2212,1
La･Fiesta,愛知県豊橋市広小路1-6-2, 10:00-24:00, 無し, 0532-55-5963,1
M'Sパーク豊田店,愛知県豊田市寿町3-10番11, 一部24時間営業,, 0565-71-0027,1
ポート24幸田,愛知県額田郡幸田町大字高力字沖原15カメリアガーデン幸田内, 10:00-24:00, 無休, 0564-63-6588,1
アミューズメントノア高浜,愛知県高浜市屋敷町1-1-6,,, 0566-52-6012,1
