Name,Address,Time,Close,Tel,PASELI
アピナ上田インター店,長野県上田市大字住吉280-1, 10:00-24:00, 無し, 026-821-0007,1
アピナ伊那店,長野県伊那市西町5093, 10:00-24:00, 無し, 0265-74-8885,1
らんらんらんどパロ佐久,長野県佐久市大字岩村田字東曽根6-2ステーションパーク佐久内, 11:00-24:00, 不定休, 0267-68-5248,1
アピナ穂高店,長野県安曇野市穂高2450, 10:00-24:00, 無し, 0263-82-9248,1
遊スポット岡谷店,長野県岡谷市中央町2-2-1東急スクエアアミューズメントプラザ,,, 0266-22-9996,1
アピナ松本,長野県松本市双葉19-10, 10:00-24:00, 無し, 0263-24-1133,1
らんらんらんどパロ諏訪,長野県諏訪市沖田町5-18ステーションパーク諏訪, 10:00-24:00, 無し, 0266-82-2900,1
ドルフィン長野駅前店,長野県長野市大字南石堂町東沖1367-5, 10:00-24:00, 無し, 026-224-4038,1
ラウンドワン長野店,長野県長野市大字東和田827-6, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 026-254-5801,1
アピナ川中島店,長野県長野市川中島町御厨967-1, 10:00-24:00, 無し, 026-214-6699,1
THE 3RD PLANET長野大通り店,長野県長野市権堂町1506-3長電権堂第2ビル1F, 9:00-24:00, 無し, 026-231-5015,1
ゲーム NASA,長野県長野市高田五反田1720, 10:00-24:00, 無し, 0262-28-7434,1
