Name,Address,Time,Close,Tel,PASELI
PEP中間店,福岡県中間市上蓮華寺2-1-1ショッパーズモールなかま西館2F, 10:00-20:00, 施設の営業日に準じる, 093-246-6565,1
遊道楽新合川,福岡県久留米市新合川1-6-7, 10:00-24:00, 無し, 0942-45-3335,1
楽市街道くるめ店,福岡県久留米市新合川2-7-10久留米アミューズメントビル内, 10:00-24:00, 無し, 0942-41-1450,0
ユーズボウル久留米,福岡県久留米市東櫛原町字深町1110, 平日・日・祝日 10:00-3:00 金・土・祝前日・春休み・夏休み・冬休み 10:00-翌朝6:00, 無し, 0942-39-0095,1
遊道楽 一番街2号店,福岡県久留米市東町33-1, 10:00-24:00, 無し, 0942-30-8320,1
楽市楽座 イオンモール八幡東店,福岡県北九州市八幡東区東田3-2-102, 9:00-22:00, 無し, 093-663-6519,0
ユーズボウル北九州,福岡県北九州市八幡西区則松5-7-25, 10:00-24:00, 無し, 093-693-8001,1
楽市楽座黒崎店,福岡県北九州市八幡西区桜ヶ丘町1-3フレスポ黒崎2F, 10:00-22:00, 無し, 093-621-4800,1
THE 3RD PLANETイオンタウン黒崎店,福岡県北九州市八幡西区西曲里町3-1,,, 093-644-7711,1
G-STAGE小倉店,福岡県北九州市小倉北区浅野2-14-5, 10:00-24:00, 無し, 093-551-3133,1
ラウンドワン小倉店,福岡県北九州市小倉北区西港町15-65, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 093-562-8805,1
PEP魚町,福岡県北九州市小倉北区魚町2-4-20, 10:00-翌1:00, 無し, 093-513-1511,1
G-pala小倉,福岡県北九州市小倉南区上葛原3-14-1,,,,1
TAC北方店,福岡県北九州市小倉南区北方4-1-11ロイヤルインテリジェンス1F, 10:00-24:00, 無し, 093-941-9022,1
大牟田J-GAME,福岡県大牟田市旭町3-3-7, 10:00-24:00, 無し, 0944-32-8881,1
ラウンドワン大野城店,福岡県大野城市御笠川1-18-16, 10:00-24:00, 無し, 092-504-7411,1
モーリーファンタジー大野城,福岡県大野城市錦町4-1-1イオン3F,,, 092-513-8251,0
宗像シティボウル,福岡県宗像市王丸字徳丸772, 10:00-24:00, 無し, 0940-36-6833,1
ゲームセンタースペース1,福岡県小郡市小郡1466-3, 10:00-24:00, 無し, 0942-73-4777,1
トークファイブ直方店,福岡県直方市大字下境字牟田889-1, 10:00-24:00, 無し, 0949-24-0303,1
MAC直方店,福岡県直方市大字下新入字東浮洲388-2, 10:00-24:00, 無し, 094-923-2234,1
ラウンドワン福岡天神店,福岡県福岡市中央区天神2-6-12, 8:00-翌1:00/土・日・祝8:00-翌1:00, 無し, 092-720-8101,1
ラウンドワン半道橋店,福岡県福岡市博多区半道橋2-2-8, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 092-475-6611,1
G-STAGE七隈店,福岡県福岡市城南区七隈8-4-8, 10:00-24:00, 無し, 092-861-4856,1
アカトンボ西新店,福岡県福岡市早良区西新4-7-7, 10:00-24:00, 無し, 092-844-6553,1
WITH 東バイパス店,福岡県福岡市東区下原4-11-38, 10:00-24:00, 無し, 092-673-8585,1
ジーカム和白店,福岡県福岡市東区和白3-27-69, 10:00-24:00, 無し, 092-608-5881,1
楽市街道 箱崎店2F,福岡県福岡市東区箱崎5-1-8楽市楽座003内, 10:00-24:00, 無し, 092-642-0760,1
姪浜シティボウル,福岡県福岡市西区内浜1-7-3, 日祝日9:00-翌5:00 日祝日以外10:00-翌5:00, 無し, 092-885-1500,1
遊道楽仲原店,福岡県糟屋郡粕屋町仲原2650-1, 10:00-24:00, 無し, 092-623-3366,1
最後の5$,福岡県糟屋郡粕屋町大字仲原2706, 一部24時間営業, 無し, 092-612-8080,1
楽市楽座イオンモール福岡ルクル,福岡県糟屋郡粕屋町大字酒殿字老ノ木192-1, 10:00-22:00, 無し, 092-939-7233,0
楽市楽座行橋店,福岡県行橋市西泉6-1-1コスタ行橋アミューズ棟2F,,, 0930-25-3450,0
G-STAGE飯塚,福岡県飯塚市枝国680-2, 10:00-24:00, 無し, 050-3539-3593,1
ジャンボパンチ希林,福岡県飯塚市秋松947, 10:00-24:00, 無し, 0948-21-2188,1
