Name,Address,Time,Close,Tel,PASELI
アミパラ佐世保,長崎県佐世保市大塔町18-15, 10:00-24:00, 無し, 0956-34-8880,1
楽市楽座 佐世保店,長崎県佐世保市大塔町1861-12, 10:00-24:00, 無し, 0956-34-4101,0
三冠王,長崎県佐世保市相浦町2689-1, 10:00-24:00, 無し, 0956-47-2187,1
ソニックワールド大村店,長崎県大村市古賀島町383-1, 10:00-24:00, 無し, 0957-50-2555,1
遊道楽時津店,長崎県西彼杵郡時津町元村郷863-10, 10:00-24:00, 無し, 095-813-2525,1
G-pala 時津,長崎県西彼杵郡時津町野田郷59, 10:00-24:00, 無し, 095-813-2442,1
ソニックワールド諫早店,長崎県諫早市永昌町17-62, 10:00-24:00, 無し, 0957-26-0780,1
らんらんらんど長崎,長崎県長崎市新地町3-17ダイエー長崎店5F, 10:00-22:00, 無し, 095-811-4549,0
ゲームランド松山,長崎県長崎市松山町6-9, 10:00-24:00, 無し, 0958-46-2693,1
MAC浜の町店,長崎県長崎市浜町2-26, 10:00-24:00, 無し, 095-823-0341,1
