Name,Address,Time,Close,Tel,PASELI
ゲームアクア宮原店,埼玉県さいたま市北区奈良町51-4, 10:00-24:00, 無し, 048-654-3755,1
HAP'1 ゲームチッタ,埼玉県さいたま市南区辻8-24-10, 10:00-24:00, 無し, 048-837-8001,1
モアイ大宮,埼玉県さいたま市大宮区仲町1-119, 8:00-25:00, 無し, 048-642-1581,1
キャロム大宮店,埼玉県さいたま市大宮区仲町1-17大東ビル1F, 10:00-24:00, 無し, 048-643-9777,1
大宮オリンピア,埼玉県さいたま市大宮区仲町1-24, 9:00-24:00, 無し, 048-647-7465,1
Spica大宮南銀店,埼玉県さいたま市大宮区仲町1-57, 10:00-24:00, 無し, 048-658-2525,1
ラウンドワン大宮店,埼玉県さいたま市大宮区宮町4-90-7, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 048-658-5666,1
ウェアハウス岩槻店,埼玉県さいたま市岩槻区加倉3-3-63, 10:00-24:00, 無し, 048-758-8755,1
インターワールド岩槻店,埼玉県さいたま市岩槻区南平野3-26-10, 9:00-24:00, 無し, 048-749-4788,1
チッタ ウノ,埼玉県さいたま市桜区田島8-2-12, 10:00-24:00, 無し, 048-844-8868,1
アミューズメントクラブ浦和,埼玉県さいたま市浦和区仲町1-10-7, 10:00-23:45, 無し, 048-814-0200,1
ウェアハウス三橋店,埼玉県さいたま市西区三橋6-955-1, 一部24時間営業, 無し, 048-795-8380,1
東大宮スナイパー,埼玉県さいたま市見沼区東大宮5-39-2, 10:00-24:00, 無し, 048-683-6995,1
アミューズメントフィールドバイヨン,埼玉県ふじみ野市うれし野2-16-1LCモールうれし野2F, 10:00-24:00, 無し, 0492-65-1400,1
らんらんらんどパロ埼玉大井店,埼玉県ふじみ野市西鶴ケ岡1-3-15ビバホーム2F, 10:00-24:00, 不定休, 049-263-2065,1
ゲームパニック三郷店,埼玉県三郷市彦野2-25,,, 048-953-8295,1
ラウンドワン新三郷ららぽーと店,埼玉県三郷市新三郷ららシティ3-1-1ららぽーと新三郷 2F, 10:00-24:00, 無し, 048-950-7501,1
ラウンドワン上尾店,埼玉県上尾市大字平塚917-1, 10:00-24:00, 無し, 048-778-3411,1
フェスタ上尾店,埼玉県上尾市愛宕3-1-40バリュープラザ内2F, 10:00-24:00, 無し, 048-772-7888,1
アピナ上尾店,埼玉県上尾市緑丘3-3-11-2プリンセス棟別棟,,, 048-783-4747,1
ラウンドワン栗橋店,埼玉県久喜市小右衛門192-1, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 0480-55-0831,1
ラウンドワンさいたま･上里店,埼玉県児玉郡上里町大字金久保字周川394-1, 10:00-24:00, 無し, 0495-35-2201,1
ラウンドワン入間店,埼玉県入間市小谷田3-7-25, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 042-960-1521,1
グリーンパーク,埼玉県入間郡三芳町竹間沢199-2, 一部24時間, 無し, 049-258-3398,1
ゲームサファリ八潮,埼玉県八潮市大字大曽根1135, 10:00-24:00, 無し, 048-967-5351,1
ビックボウル杉戸,埼玉県北葛飾郡杉戸町杉戸2338, 10:00-翌1:00, 無し, 0480-34-7870,1
ゲームファンタジア和光,埼玉県和光市本町3-5ワコーステーション31-3F, 10:00-24:00, 無し, 048-463-5108,1
BOO BOSS BOSS坂戸店,埼玉県坂戸市片柳1732-1, 10:00-24:00, 無し, 0492-84-9270,1
ソユーゲームフィールド川口店,埼玉県川口市並木元町1-79アリオ川口店3F, 10:00-23:00, 母店に準ずる。, 048-250-1206,0
楽市楽座イオンモール川口キャラ,埼玉県川口市前川1-1-11イオンモール川口キャラ3F, 10:00-22:00, 無し, 048-262-1493,0
ゲームシティ川口店,埼玉県川口市栄町1-10-5, 10:00-23:50, 無し, 0482-50-3855,1
AMピア川口店,埼玉県川口市栄町3-1-16川口共同ビル3F, 9:00-24:00, 無し, 048-241-5652,1
ゲーム･イン･ヒューストン,埼玉県川口市西川口1-6-3西川口ビル1F･2F, 8:00-24:00, 無し, 048-255-0674,1
