Name,Address,Time,Close,Tel,PASELI
ユーズランド下田店,青森県上北郡おいらせ町中野平40-1イオンモール下田1F, 10:00-22:00, 無し, 0178-50-3237,1
らんらんらんど五所川原店,青森県五所川原市大字唐笠柳字藤巻641-1, 10:00-24:00, 不定休, 0173-38-1078,1
チーノランド八戸店,青森県八戸市十三日町16八戸スカイビル6F, チーノ八戸に準じる, チーノ八戸に準じる, 0178-47-1391,1
ファンタジードームはちのへ,青森県八戸市江陽2-14-1ラピア長崎屋八戸店内, 10:00-20:00, 無し, 0178-47-1370,1
G3ポロス八戸店,青森県八戸市鷹匠小路10-3ゆりの木ボウル内, 10:00-26:00,, 0178-24-9911,1
スペースファンタジーインフィニ店,青森県弘前市城東北3-10-1さくら野弘前店4F, 10:00-23:45, 母店に準ずる。, 0172-26-2661,1
アミューズメントクラブアラモード店,青森県弘前市大字高崎2-15-1さくら野弘前店ラフォルテ2F, 10:00-24:00, 無し, 0172-26-4326,1
ゲームフェスタ･ミタマ,青森県弘前市駅前町5-5, 10:00-24:00, 無し, 0172-31-2711,1
青森メトロポリス本館,青森県青森市三好1-15-8, 平日10:00-24:00、土日祝日9:00-24:00, 無し, 0177-83-3311,1
AUGA PRESTO店,青森県青森市新町1-3-7フェスティバルシティアウガ4F,,, 017-723-2444,1
ラウンドワン青森店,青森県青森市浜田3-1-1, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 017-762-3591,1
