Name,Address,Time,Close,Tel,PASELI
楽市街道くるめ店,福岡県久留米市新合川2-7-10久留米アミューズメントビル内, 10:00-24:00, 無し, 0942-41-1450,0
ユーズボウル久留米,福岡県久留米市東櫛原町字深町1110, 平日・日・祝日 10:00-3:00 金・土・祝前日・春休み・夏休み・冬休み 10:00-翌朝6:00, 無し, 0942-39-0095,1
ユーズボウル北九州,福岡県北九州市八幡西区則松5-7-25, 10:00-24:00, 無し, 093-693-8001,1
楽市楽座黒崎店,福岡県北九州市八幡西区桜ヶ丘町1-3フレスポ黒崎2F, 10:00-22:00, 無し, 093-621-4800,1
カジノ京町,福岡県北九州市小倉北区京町2-6-3, 8:00-24:00, 無し, 093-541-0989,1
ラウンドワン小倉店,福岡県北九州市小倉北区西港町15-65, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 093-562-8805,1
小倉メトロポリス店,福岡県北九州市小倉北区西港町27-5, 平日:10:00-24:00 休日前9:00-24:00, 無し, 093-581-5684,1
PEP魚町,福岡県北九州市小倉北区魚町2-4-20, 10:00-翌1:00, 無し, 093-513-1511,1
G-pala小倉,福岡県北九州市小倉南区上葛原3-14-1,,,,1
TAC北方店,福岡県北九州市小倉南区北方4-1-11ロイヤルインテリジェンス1F, 10:00-24:00, 無し, 093-941-9022,1
大牟田J-GAME,福岡県大牟田市旭町3-3-7, 10:00-24:00, 無し, 0944-32-8881,1
ラウンドワン大野城店,福岡県大野城市御笠川1-18-16, 10:00-24:00, 無し, 092-504-7411,1
大宰府Jボウル,福岡県太宰府市都府楼南5-6-12, 10:00-24:00, 無し, 092-921-1918,1
ラウンドワン福岡天神店,福岡県福岡市中央区天神2-6-12, 8:00-翌1:00/土・日・祝8:00-翌1:00, 無し, 092-720-8101,1
ラウンドワン半道橋店,福岡県福岡市博多区半道橋2-2-8, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 092-475-6611,1
G-STAGE七隈店,福岡県福岡市城南区七隈8-4-8, 10:00-24:00, 無し, 092-861-4856,1
楽市街道 箱崎店2F,福岡県福岡市東区箱崎5-1-8楽市楽座003内, 10:00-24:00, 無し, 092-642-0760,1
遊道楽仲原店,福岡県糟屋郡粕屋町仲原2650-1, 10:00-24:00, 無し, 092-623-3366,1
最後の5$,福岡県糟屋郡粕屋町大字仲原2706, 一部24時間営業, 無し, 092-612-8080,1
