Name,Address,Time,Close,Tel,PASELI
ビックバン函館,北海道函館市梁川町9-3パボッツ函館3F, 10:00-24:00,, 0138-54-7100,1
ラウンドワン函館店,北海道函館市西桔梗町848-1, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 0138-49-8401,1
ビックバン北見,北海道北見市中央三輪7-446-1,, 無し, 0157-36-9190,1
ディノスパーク北見,北海道北見市西三輪5-1-16, 10:00-24:00, 無し, 0157-32-6011,1
ビッグ･バン室蘭,北海道室蘭市中島本町2-8-1, 10:00-24:00, 無し, 0143-44-5222,1
ディノスパーク帯広,北海道帯広市白樺16条西2-2-5, 11:00-翌4:00/土・日・祝10:00-翌3:00, 無し, 0155-38-2811,1
カラオケルームキャッツアイ恵庭店,北海道恵庭市住吉町224-1, 11:00-翌3:00/金・土・休前日11:00-翌5:00, 無し, 0123-32-1500,1
ディノスパーク旭川,北海道旭川市大雪通5-496-5, 10:00-翌3:00, 無し, 0166-21-1231,1
ラウンドワン旭川店,北海道旭川市永山3条1-4-7, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 0166-49-5071,1
ディノスパーク札幌中央,北海道札幌市中央区南3条西1-8須貝ビル1F, 10:00-24:00, 無し, 011-231-7032,1
ディノスパークノルベサ,北海道札幌市中央区南3条西5-1-15F, 10:00-翌6:00, 無し, 011-290-6300,1
アドアーズ狸小路,北海道札幌市中央区南三条西4-12-1アルシュビル5･6F, 10:00-翌5:00, 無し, 011-222-1305,1
キャッツアイ パボッツ麻生店,北海道札幌市北区北四十条西4-1-1パボッツ麻生店内1F,,, 011-708-3026,1
カラオケルームキャッツアイ新川店,北海道札幌市北区新川2条7, 11:30-翌5:00/土・日・祝10:00-翌5:00, 無し, 011-761-1500,1
キャッツアイ篠路店,北海道札幌市北区篠路1条4-6-30, 12:00-翌5:00/土・日・祝10:00-翌5:00, 無し, 011-776-1500,1
カラオケルームキャッツアイ新札幌店,北海道札幌市厚別区厚別東5条1-1, 10:00-翌5:00, 無し, 011-899-1500,1
ディノスパーク札幌手稲,北海道札幌市手稲区前田1条11西友手稲店3F, 平日10:00-翌3:00/土日祝9:00-翌4:00, 無し, 011-699-2200,1
キャッツアイ手稲店,北海道札幌市手稲区前田3条10丁目2-21, 12:00-翌5:00/土・日・祝10:00-翌5:00, 無し, 011-695-1500,1
ラウンドワン札幌北21条店,北海道札幌市東区北21条東1-1-21, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 011-733-8801,1
キャッツアイ東苗穂店,北海道札幌市東区東苗穂6条2-1-25, 12:00-翌5:00/土・日・祝10:00-翌5:00, 無し, 011-789-1500,1
キャッツアイBIG東苗穂店,北海道札幌市東区東苗穂三条2, 未定, 無し, 011-787-1000,1
ゲームパークキャッツアイ清田店,北海道札幌市清田区清田1条1, 10:00-翌5:00, 無し, 011-884-2828,1
ディノスパーク札幌白石,北海道札幌市白石区南郷通1-北8-1, 10:00-翌3:00/金・土・祝10:00-翌4:00,, 011-860-1212,1
ラウンドワン札幌白石本通店,北海道札幌市白石区本通-16-北1-50, 10:00-24:00, 無し, 011-865-8051,1
カラオケルームキャッツアイ栄通店,北海道札幌市白石区栄通19, 一部24時間営業, 無し, 011-855-4412,1
ゲームプラザキャッツアイ中の島,北海道札幌市豊平区中の島2条5-1-21, 11:00-24:00,, 011-813-8433,1
カラオケルームキャッツアイミュンヘン大橋店,北海道札幌市豊平区平岸1条23, 12:00-翌5:00/土・日・祝10:00-翌5:00, 無し, 011-816-0168,1
ビッグバン滝川,北海道滝川市東町1-8-14, 平日10:00-24:00 土日祝9:00-24:00, 無し, 0125-23-9100,1
光速憧路,北海道稚内市港5-8-15, 10:00-24:00,, 0162-22-2233,1
ディノスパーク苫小牧,北海道苫小牧市柳町3-1-20イオン苫小牧SC2F, 9:00-24:30, 無し, 0144-52-1200,1
ビックバン釧路,北海道釧路郡釧路町木場2-1-1,,, 0154-38-1666,1
