Name,Address,Time,Close,Tel,PASELI
モアイ大宮,埼玉県さいたま市大宮区仲町1-119, 8:00-25:00, 無し, 048-642-1581,1
キャロム大宮店,埼玉県さいたま市大宮区仲町1-17大東ビル1F, 10:00-24:00, 無し, 048-643-9777,1
大宮オリンピア,埼玉県さいたま市大宮区仲町1-24, 9:00-24:00, 無し, 048-647-7465,1
Spica大宮南銀店,埼玉県さいたま市大宮区仲町1-57, 10:00-24:00, 無し, 048-658-2525,1
ラウンドワン大宮店,埼玉県さいたま市大宮区宮町4-90-7, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 048-658-5666,1
ウェアハウス岩槻店,埼玉県さいたま市岩槻区加倉3-3-63, 10:00-24:00, 無し, 048-758-8755,1
インターワールド岩槻店,埼玉県さいたま市岩槻区南平野3-26-10, 9:00-24:00, 無し, 048-749-4788,1
チッタ ウノ,埼玉県さいたま市桜区田島8-2-12, 10:00-24:00, 無し, 048-844-8868,1
ウェアハウス三橋店,埼玉県さいたま市西区三橋6-955-1, 一部24時間営業, 無し, 048-795-8380,1
アミューズメントフィールドバイヨン,埼玉県ふじみ野市うれし野2-16-1LCモールうれし野2F, 10:00-24:00, 無し, 0492-65-1400,1
ゲームパニック三郷店,埼玉県三郷市彦野2-25,,, 048-953-8295,1
ラウンドワン新三郷ららぽーと店,埼玉県三郷市新三郷ららシティ3-1-1ららぽーと新三郷 2F, 10:00-24:00, 無し, 048-950-7501,1
ウエアハウス上尾店,埼玉県上尾市上尾村1044, 10:00-24:00, 無し, 048-770-3332,1
ラウンドワン上尾店,埼玉県上尾市大字平塚917-1, 10:00-24:00, 無し, 048-778-3411,1
ラウンドワン栗橋店,埼玉県久喜市小右衛門192-1, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 0480-55-0831,1
キャロム栗橋店,埼玉県久喜市高柳1741-3, 11:00-24:00/日・祝10:00-24:00, 無し, 0480-52-6888,1
ラウンドワンさいたま･上里店,埼玉県児玉郡上里町大字金久保字周川394-1, 10:00-24:00, 無し, 0495-35-2201,1
ラウンドワン入間店,埼玉県入間市小谷田3-7-25, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 042-960-1521,1
3RDプラネットフレスポ八潮店,埼玉県八潮市大瀬822-1フレスポ八潮3F, 9:00-24:00, 無し, 048-994-5377,1
ビックボウル杉戸,埼玉県北葛飾郡杉戸町杉戸2338, 10:00-翌1:00, 無し, 0480-34-7870,1
ゲームファンタジア和光,埼玉県和光市本町3-5ワコーステーション31-3F, 10:00-24:00, 無し, 048-463-5108,1
キャロム 坂戸店,埼玉県坂戸市関間2-151-1, 12:00-翌3:00/祝前日、土曜日 午前5:00まで, 無し, 0492-84-7821,1
ゲームシティ川口店,埼玉県川口市栄町1-10-5, 10:00-23:50, 無し, 0482-50-3855,1
AMピア川口店,埼玉県川口市栄町3-1-16川口共同ビル3F, 9:00-24:00, 無し, 048-241-5652,1
ゲーム･イン･ヒューストン,埼玉県川口市西川口1-6-3西川口ビル1F･2F, 8:00-24:00, 無し, 048-255-0674,1
キャロム川越インター店,埼玉県川越市大塚新町8-30, 12:00-翌3:00/祝前日、土曜日 午前5:00まで, 無し, 049-248-6123,1
ゲームプラザGAO川越店,埼玉県川越市新富町1-17-4アミューズ川越ビル, 10:00-24:00, 無し, 049-227-5221,1
モナコ川越店,埼玉県川越市新富町2-4-1, 9:00-24:00, 無し, 0492-24-2454,1
ゲームシティプラス 川越店,埼玉県川越市泉町1-1, 10:00-24:00, 無し, 049-230-1068,1
ギガステーション戸田店,埼玉県戸田市美女木943-7, 10:00-24:00, 無し, 048-421-1201,1
キャロム 所沢店,埼玉県所沢市下安松969-1, 12:00-翌3:00/祝前日、土曜日翌5:00まで, 無し, 042-946-2160,1
ゲームファンタジア春日部,埼玉県春日部市中央1-8-15春日部セントラル1-2F, 9:00-23:45, 無し, 048-755-2760,1
埼玉レジャーランド春日部店,埼玉県春日部市大字増富字谷際163-1, 一部24時間, 無し, 048-763-4061,1
セレワン春日部店,埼玉県春日部市永沼1821-8エメラルドプレイランド2号館, 10:00-23:00, 無し, 048-747-0030,1
ラウンドワン朝霞店,埼玉県朝霞市膝折町2-16-10, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 048-450-1822,1
マジシャン,埼玉県熊谷市新島181-1, 一部24時間, 無し, 048-525-7779,1
キャッツアイ狭山店,埼玉県狭山市入間川3141, 10:00-翌5:00, 無し, 042-950-6600,1
キャロム 狭山店,埼玉県狭山市北入曽御狩場695-1, 12:00-翌5:00, 無し, 0429-56-5177,1
ゲームファクトリーマグマ,埼玉県草加市氷川町2125-1, -24:00, 無し, 0489-24-9800,1
ビリヤードウェアハウス草加店,埼玉県草加市稲荷2-36-33, 10:00-24:00, 無し, 048-930-5033,1
ラウンドワン草加店,埼玉県草加市谷塚上町204番1, 10:00-24:00,, 048-920-3701,1
ラウンドワンわらび店,埼玉県蕨市北町5-1-6, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 048-447-8080,1
アドアーズ蕨,埼玉県蕨市塚越1-4-4花見屋第2ビル2F, 10:00-24:00, 無し, 048-433-3886,1
ウエアハウス 越谷店,埼玉県越谷市大字南荻島841-1, 10:00-24:00, 無し, 048-973-4311,1
ユーズランド越谷店,埼玉県越谷市東町4-21-1レイクタウンKAZE A342, 10:00-23:00, 無し, 048-934-3342,1
ラウンドワン鴻巣店,埼玉県鴻巣市箕田3163-7, 10:00-24:00, 無し, 048-595-2001,1
