Name,Address,Time,Close,Tel,PASELI
アドアーズ一宮,愛知県一宮市大和町馬引三味北1, 9:00-24:00, 無し, 0586-47-6631,1
ゲームゾーン,愛知県一宮市羽衣2-5-1,,, 0586-52-3600,1
楽市楽座 イオンモール扶桑店,愛知県丹羽郡扶桑町南山名字高塚5, 9:00-23:00, 無し, 0587-93-7132,0
ラウンドワン刈谷境川店,愛知県刈谷市今川町阿野前20-1享楽ASKビル3F, 10:00-翌5:00/土9:00-翌5:00/日・祝8:00-翌5:00, 無し, 0566-26-6811,1
M'sPARK刈谷店,愛知県刈谷市稲場町3-206, 10:00-24:00, 無し, 0566-27-5822,1
ラウンドワン名古屋西春店,愛知県北名古屋市宇福寺神明15, 10:00-翌6:00/土9:00-翌6:00/日・祝8:00-翌6:00, 無し, 0568-26-4001,1
a JACK 半田店,愛知県半田市州の崎町2-188,,, 0569-29-3388,1
半田メトロポリス2F,愛知県半田市旭町3-11-1半田コロナワールド内2F, 平日10:00-24:00、土日祝日前9:00-24:00、日・祝日8:00-24:00, 無し, 0569-24-5226,1
ラウンドワン半田店,愛知県半田市瑞穂町6-7-8, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 0569-25-7351,1
アーバンスクエア大須店,愛知県名古屋市中区大須3-30-31萬松寺駐車場ビル1F 2F, 10:00-24:00, 無し, 052-242-2011,1
Candy名古屋,愛知県名古屋市中区新栄2-45-26, 10:00-24:00, 無し, 052-261-6381,1
アミューズメントメガスペースキングジョイ,愛知県名古屋市中区栄3-3-32, 9:00-24:00, 無し, 052-241-9515,1
コムテックスクエアー,愛知県名古屋市中区金山1-16-8, 10:00-24:00,, 052-321-5601,1
コスタデルソル,愛知県名古屋市中区錦3-17-26, 10:00-24:00, 無し, 052-962-8686,1
ラウンドワン名駅南店,愛知県名古屋市中川区松重町4-35Taiho名駅南ビル, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 052-350-4511,1
中川メトロポリス,愛知県名古屋市中川区江松3-110, 平日10:00-24:00、土日祝日9:00-24:00, 無し, 052-303-9701,1
ラウンドワン中川･1号線店,愛知県名古屋市中川区法蔵町2-23, 10:00-24:00/土9:00-24:00/日・祝8:00-24:00, 無し, 052-665-5353,1
コムテックタワー,愛知県名古屋市中村区名駅4-10-20, 10:00-24:00,, 052-565-6471,1
名古屋レジャーランドささしま店,愛知県名古屋市中村区平池町4-60-14マーケットスクエアささしま1F, 10:00-24:00, 無し, 052-589-6561,1
サーカスサーカス中丸町店,愛知県名古屋市北区中丸町2-23, 10:00-24:00,, 052-914-1960,1
ファンタジープラザ名古屋店,愛知県名古屋市北区玄馬町234-1クロスタウン2F, 10:00-翌5:00, 無し, 052-938-3461,1
GREA,愛知県名古屋市千種区今池5-22-2,,, 052-731-2653,1
ラウンドワン千種店,愛知県名古屋市千種区新栄3-20-17タイホウ千種駅前南ビル8F, 9:00-翌0:00/土・日・祝9:00-24:00, 無し, 052-238-1615,1
名古屋レジャーランド内田橋店,愛知県名古屋市南区内田橋2-26-22, 一部24時間営業, 無し, 052-694-6051,1
ポート24一社店,愛知県名古屋市名東区高社1-260, 09:00-24:00, 無休, 052-771-2311,1
ディノスパーク守山,愛知県名古屋市守山区西島町110コンコルド2F, 10:00-24:00, 無し, 052-758-4750,1
ポート24八事店,愛知県名古屋市昭和区広路町字北石坂102-4, 09:00-24:00, 無休, 052-834-9200,1
名古屋レジャーランド大高店,愛知県名古屋市緑区大高町字忠治山12-1名古屋グランドホウル内B2F, 一部24時間営業, 無し, 052-625-5360,1
ラウンドワン鳴海店,愛知県名古屋市緑区鳴海町字杜若28, 10:00-24:00/土・日・祝9:00-24:00, 無し, 052-899-0700,1
Uファクトリー安城店,愛知県安城市住吉町5-13-37, 9:00-24:00, 無し, 0566-96-0700,1
安城メトロポリス,愛知県安城市浜富町6-8, 平日10:00-24:00、土日祝日9:00-24:00, 無し, 0566-74-8238,1
M'sパーク小牧,愛知県小牧市大字村中字稲荷783, 9:00-24:00, 無し, 0568-77-8752,1
小牧メトロポリス,愛知県小牧市間々片山181, 平日10:00-24:00、土日祝日9:00-24:00, 無し, 0568-71-0005,1
M'Sパーク三郷店 西館,愛知県尾張旭市南原山町赤土207, 10:00-24:00, 無し, 0561-55-5103,1
M'Sパーク三郷店,愛知県尾張旭市南原山町赤土230, 10:00-24:00, 無し, 0561-52-4646,1
ADXマミー岡崎店,愛知県岡崎市井田新町6-1, 10:00-24:00, 無し, 0564-83-6262,1
スペース201,愛知県岡崎市欠町字野添39, 10:00-24:00,, 0564-24-6451,1
ステーション201,愛知県岡崎市美合町一ノ久保1-64サンリバー1F, 10:00-24:00,, 0564-54-7201,1
ゲームファンタジアン岡崎店,愛知県岡崎市錦町2-4, 10:00-翌5:00, 無し, 0564-66-0505,1
ゲームファンタジアン長久手店,愛知県愛知郡長久手町武蔵塚705, 9:00-24:00, 無し, 0561-64-5205,1
コムテックプラザ赤池,愛知県日進市赤池1-2901, 10:00-翌3:00,, 052-807-2666,1
バッティングセンター甲子園,愛知県津島市寺野町字五反田43,,, 0567-24-1300,1
ユーズランド東浦,愛知県知多郡東浦町大字緒川字旭13-2イオンモール東浦2F, 10:00-23:00, 無し, 0562-82-2782,1
ゲームプラザ ミッキー,愛知県稲沢市朝府町2-33, 11:00-24:00, 無し, 0587-23-4397,1
ゲームファンタジアン蒲郡,愛知県蒲郡市竹谷町中野1-12, 一部24時間営業, 無し, 053-369-8880,1
豊川メトロポリス,愛知県豊川市下長山町上アライ14-1, 平日10:00-24:00 土日9:00-24:00, 無し, 0533-85-6540,1
ポート24御津店,愛知県豊川市御津町下佐脇仲荒19-3, 10:00-24:00, 無休, 05337-6-3209,1
WAVE白鳥店,愛知県豊川市白鳥町字京次55-1, 10:00-24:00, 無休, 0533-88-6444,1
ラウンドワン豊橋店,愛知県豊橋市大岩町字岩田27-2, 店舗に直接お問い合わせください, JR「二川駅」より徒歩約10分, 0532-65-2212,1
La･Fiesta,愛知県豊橋市広小路1-6-2, 10:00-24:00, 無し, 0532-55-5963,1
M'Sパーク豊田店,愛知県豊田市寿町3-10番11, 一部24時間営業,, 0565-71-0027,1
ポート24幸田,愛知県額田郡幸田町大字高力字沖原15カメリアガーデン幸田内, 10:00-24:00, 無休, 0564-63-6588,1
アミューズメントノア高浜,愛知県高浜市屋敷町1-1-6,,, 0566-52-6012,1
