Name,Address,Time,Close,Tel,PASELI
千代田スポーツセンター,茨城県かすみがうら市下稲吉1622-31,,, 0299-59-6559,1
ピンクパンサーつくば店,茨城県つくば市小野崎177-2, 9:00-24:00, 無し, 029-861-1983,1
JAMJAMつくば店,茨城県つくば市竹園1-9-2デイズタウンつくばB1F, 10:00-24:00, 無休, 029-863-3760,1
ビックマーチつくば店,茨城県つくば市赤塚字皿砂610-7, 10:00-24:00, 無し, 029-837-2868,1
アミューズビバ,茨城県ひたちなか市東大島2-11-111Fゲームコーナー,,, 029-274-7311,1
ジャムジャムひたちなか本店新館,茨城県ひたちなか市田中後40-2, 10:00-24:00, 無し, 029-263-7615,1
モーリーファンタジー下妻,茨城県下妻市堀籠972-1イオン2F,,, 0296-30-1654,0
ゲームパドック プラスワン,茨城県古河市小堤1916-1, 9:00-24:00, 無し, 0280-98-5161,1
ゲームパニックつくば,茨城県土浦市中村東1-1-1,,, 0298-43-8295,1
森の散歩道,茨城県土浦市木田余4585-3木田余ショッピングモールC棟, 10:00-24:00, 無し, 029-822-2155,1
ピンクパンサー 日立店,茨城県日立市東多賀町5-10-10, 10:00-24:00, 無し, 0294-32-1983,1
ユーズランド水戸内原店,茨城県水戸市中原町字西135-イオンモール水戸内原2F,,, 029-259-1218,1
フェドラ水戸店,茨城県水戸市千波町2017-1, 10:00-24:00, 無し, 029-305-6745,1
プレイステージウィン,茨城県水戸市南町1-4-14, 10:00-24:00, 無し, 029-302-3422,1
ピンクパンサー 水戸赤塚店,茨城県水戸市河和田1-1, 10:00-24:00, 無し, 029-309-1983,1
JAMJAM神栖店,茨城県神栖市神栖1-8-1, 10:00-24:00, 無し, 0299-90-0555,1
ピンクパンサー 那珂店,茨城県那珂市菅谷1593-8, 10:00-24:00, 無し, 029-229-1983,1
